experiment_id,experiment_type,model_alpha,model_beta,model_alpha_short,model_beta_short,model_order,rho,theta,n_issues,consensus,final_round,exploitation,alpha_util,beta_util,social_welfare,util_ratio,token_budget,model_pair,adversary_model,adversary_short,adversary_elo
484,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.0,5,True,4,True,0.64723060665563,0.5645281863371443,1.2117587929927742,1.146498301271878,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
485,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.0,5,True,2,True,0.7976829750297567,0.7523061642806711,1.5499891393104277,1.0603169466150437,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
486,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,0.25,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
487,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,0.25,5,True,10,True,0.2243985150134724,0.3491381130842653,0.5735366280977376,0.6427213374992186,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
488,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,0.25,5,True,1,False,0.8376752328733269,0.8167330469268114,1.6544082798001383,1.0256414088119936,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
489,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.25,5,True,7,True,0.47789189001472826,0.3569794654024636,0.8348713554171918,1.338709747564741,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
490,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.25,5,True,10,True,0.32594200901848064,0.18682307870061374,0.5127650877190943,1.744656020473823,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
491,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.25,5,True,2,True,0.7483250989070563,0.5966052322991533,1.3449303312062098,1.2543052899875118,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
492,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,0.5,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
493,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,0.5,5,True,8,True,0.34084333519661575,0.45185198537245064,0.7926953205690663,0.7543251910593396,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
494,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,0.5,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
495,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.5,5,True,1,True,0.9227112788603143,0.6298898196113475,1.5526010984716618,1.464877269217722,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
496,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.5,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
497,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.5,5,True,10,True,0.34531716255354156,0.2577016986205374,0.603018861174079,1.3399879178212826,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
498,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,0.75,5,True,1,True,0.9396844261004795,0.753606600697486,1.6932910267979655,1.246916395412106,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
499,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,0.75,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
500,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,0.75,5,True,10,True,0.19645555461457417,0.3641062797017351,0.5605618343163092,0.53955552421536,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
501,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.75,5,True,5,True,0.5775963727016159,0.43074203476704653,1.0083384074686625,1.34093338026318,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
502,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.75,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
503,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,0.75,5,True,8,True,0.430425056785227,0.32108280260201183,0.7515078593872389,1.3405422317767264,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
504,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,1.0,5,True,1,False,0.6623812857162779,0.9406340802717528,1.6030153659880306,0.7041859311805004,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
505,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,1.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
506,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,-0.5,1.0,5,True,1,True,0.6640187234653935,0.943916994261767,1.6079357177271605,0.7034715208032878,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
507,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,1.0,5,True,3,True,0.7598735385374566,0.6502157251321694,1.410089263669626,1.1686483564866061,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
508,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,1.0,5,True,4,True,0.6596827785814449,0.544494807638486,1.2041775862199309,1.2115501733479104,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
509,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,-0.5,1.0,5,True,7,True,0.4627566848766058,0.34925792762984825,0.812014612506454,1.3249711696366882,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
510,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.0,5,True,4,True,0.6842770833768649,0.6467096523064444,1.3309867356833092,1.058090104170301,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
511,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.0,5,True,10,True,0.33203114472974793,0.3642960596703377,0.6963272044000857,0.9114321605076178,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
512,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.0,5,True,9,True,0.4196423662747107,0.4097427863334547,0.8293851526081654,1.024160474013079,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
513,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
514,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.0,5,True,2,True,0.8295750528278459,0.809032847613252,1.638607900441098,1.0253910644978088,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
515,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
516,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.25,5,True,3,True,0.7054059000203463,0.6867339097753589,1.3921398097957052,1.0271895562155877,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
517,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.25,5,True,7,True,0.27776805478795974,0.4502585122173879,0.7280265670053476,0.6169079478809529,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
518,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.25,5,True,2,True,0.6991324543938987,0.8749061383476794,1.574038592741578,0.7990942385136977,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
519,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.25,5,True,2,True,0.8462192408793826,0.7074628666977856,1.5536821075771683,1.196132377702406,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
520,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.25,5,True,1,True,0.8594621432360838,0.592645548409709,1.452107691645793,1.4502127714320039,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
521,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.25,5,True,10,True,0.34638928752320386,0.13373899309887197,0.4801282806220758,2.5900395950126645,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
522,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.5,5,True,2,False,0.873686678942026,0.7621149808483627,1.6358016597903888,1.1463974608784953,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
523,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.5,5,True,2,True,0.669418822956558,0.7784646346359549,1.4478834575925128,0.8599219452912056,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
524,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.5,5,True,10,True,0.2715502220467134,0.3601050643555938,0.6316552864023073,0.7540860957694421,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
525,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.5,5,True,1,True,0.9133083992544953,0.8072103651610172,1.7205187644155124,1.13143789856107,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
526,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.5,5,True,8,True,0.4304244877946854,0.2659756082150857,0.6964000960097712,1.618285566421622,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
527,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.5,5,True,10,True,0.2835188217738054,0.3397275382172859,0.6232463599910913,0.8345476591670056,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
528,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.75,5,True,10,True,0.22346656923699856,0.34860595689720086,0.5720725261341995,0.6410291184522008,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
529,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.75,5,True,1,False,0.8316203738059272,0.9353656325262263,1.7669860063321536,0.8890858771022997,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
530,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,0.75,5,True,7,True,0.39059462386473315,0.49291823926002715,0.8835128631247603,0.7924126006193176,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
531,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.75,5,True,3,True,0.6875283602171431,0.6271080654570964,1.3146364256742396,1.0963475006751933,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
532,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.75,5,True,1,True,0.8066340274853083,0.9831681002023017,1.7898021276876102,0.8204436528395613,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
533,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,0.75,5,True,10,True,0.3340812302012513,0.2608204990818079,0.5949017292830592,1.2808856335194143,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
534,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,1.0,5,True,1,True,0.7975583011112379,0.8709142496051037,1.6684725507163416,0.9157713304988093,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
535,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,1.0,5,True,4,True,0.46899655028486165,0.5954256012375829,1.0644221515224446,0.7876660817238283,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
536,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.0,1.0,5,True,1,True,0.7369521083488337,0.8114200277612715,1.5483721361101053,0.908225189341337,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
537,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,1.0,5,True,1,False,0.9303487785804863,0.738198832379282,1.6685476109597683,1.2602956517580604,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
538,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,1.0,5,True,1,True,0.870751879464112,0.7185892999565148,1.589341179420627,1.211751802478558,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
539,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.0,1.0,5,True,10,True,0.3744810435664867,0.29178606681760616,0.6662671103840929,1.2834096146221152,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
540,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.0,5,True,1,True,0.6775439661470556,0.9673131264461752,1.6448570925932309,0.7004391314695517,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
541,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.0,5,True,3,True,0.7775256855930672,0.707717497660371,1.4852431832534383,1.09863849369766,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
542,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.0,5,True,1,False,0.9737048922422349,0.7517418570246115,1.7254467492668464,1.2952649678124235,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
543,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.0,5,True,3,True,0.734483541675864,0.7467662507680517,1.4812497924439159,0.9835521368573434,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
544,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.0,5,True,1,True,0.9144927073230704,0.8115870712889064,1.7260797786119768,1.126795558572337,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
545,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.0,5,True,1,True,0.9154553031422544,0.5524391063935541,1.4678944095358086,1.6571153137918697,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
546,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.25,5,True,1,True,0.5633997707565028,0.8385118424997078,1.4019116132562106,0.6719043693848595,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
547,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.25,5,True,1,True,0.9663343509212342,0.8867111898590592,1.8530455407802933,1.0897960485587546,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
548,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.25,5,True,1,True,0.6948722967970336,0.8496788010748481,1.5445510978718815,0.817805853127107,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
549,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.9260440492833997,0.7717397979325477,1.6977838472159474,1.199943364025317,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
550,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.8480170499526676,0.9629655616571322,1.8109826116097998,0.8806307138267189,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
551,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.9289731641756181,0.9284665208202632,1.8574396849958812,1.000545677570482,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
552,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.5,5,True,1,False,0.9776433090971839,0.7283492145960007,1.7059925236931845,1.3422727580470601,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
553,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.5,5,True,1,True,0.9795783661066642,0.8460332923480262,1.8256116584546902,1.1578484853568891,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
554,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.5,5,True,1,False,0.7147436222149561,0.8632036134439673,1.5779472356589235,0.8280127783099832,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
555,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.8865125062934046,0.7740657026071888,1.6605782089005934,1.1452677767629742,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
556,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.8794137941824198,0.7869964280997463,1.6664102222821662,1.1174304771697898,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
557,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.8758202645094915,0.7181753752224764,1.593995639731968,1.2195075112930178,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
558,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.75,5,True,2,True,0.741317283867943,0.871257231129885,1.612574514997828,0.8508592610549355,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
559,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.75,5,True,1,False,0.7719836053035406,0.911549562986725,1.6835331682902654,0.8468915313547061,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
560,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,0.75,5,True,2,True,0.8660876426350147,0.694143011305205,1.5602306539402195,1.247707790079886,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
561,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.75,5,True,1,False,0.9262355024464637,0.7622125174268195,1.6884480198732832,1.2151932450196112,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
562,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.75,5,True,4,True,0.6929112383733946,0.6061711334928122,1.2990823718662068,1.1430950767661572,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
563,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,0.75,5,True,1,True,0.7805633361370417,0.8890281767626594,1.669591512899701,0.8779961721566737,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
564,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,1.0,5,True,1,True,0.7159019946154102,0.9198357638511426,1.635737758466553,0.7782932809853921,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
565,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,1.0,5,True,3,True,0.6004068477651715,0.7448358071323975,1.345242654897569,0.806092889219069,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
566,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,0.5,1.0,5,True,1,True,0.7126069087164154,0.8025135734315053,1.5151204821479207,0.8879686678311822,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
567,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,1.0,5,True,1,False,0.9592947074545957,0.9169289518244541,1.8762236592790498,1.0462039676529402,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
568,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,1.0,5,True,2,True,0.8194790204715126,0.6320005162170871,1.4514795366885997,1.296642960636488,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
569,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,0.5,1.0,5,True,1,True,0.9166871110511672,0.7731557235698494,1.6898428346210166,1.185643568437414,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
570,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.0,5,True,1,False,0.9869209027660978,0.9610390030775694,1.9479599058436672,1.0269311647140709,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
571,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.0,5,True,1,False,0.9973819883886974,0.9776916309106943,1.9750736192993918,1.020139640000459,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
572,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.0,5,True,1,True,0.9866413447504694,0.9770671822917213,1.9637085270421908,1.009798878349687,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
573,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,1.0,0.0,5,True,1,False,0.9981532934793834,0.8978318989154387,1.895985192394822,1.1117373916934015,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
574,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,1.0,0.0,5,True,1,True,0.9721368333925386,0.9944955173851316,1.9666323507776702,0.9775175618172904,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
575,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,1.0,0.0,5,True,1,True,0.9870644891575183,0.9658161795062232,1.9528806686637417,1.0220003662209909,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
576,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.25,5,True,1,True,0.9653350528559896,0.9802309267043922,1.945565979560382,0.9848037095723111,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
577,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.25,5,True,1,False,0.9784081473644158,0.9861105206620533,1.9645186680264692,0.9921891378945372,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
578,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.25,5,True,1,True,0.9713179175117519,0.9722559631318815,1.9435738806436333,0.9990351865602265,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
579,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.7313961785519993,0.8705998925785804,1.6019960711305798,0.8401059829972165,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
580,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.8636010456232955,0.870545852072303,1.7341468976955985,0.9920224690836495,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
581,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.9067959174910277,0.8567815078750745,1.763577425366102,1.0583747538389283,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
582,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.5,5,True,1,True,0.9736837919856637,0.9725431527071519,1.9462269446928155,1.001172841817185,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
583,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.5,5,True,1,True,0.9688972285701761,0.9791045924907533,1.9480018210609296,0.9895747972189461,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
584,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.5,5,True,1,True,0.9789317870827664,0.9731826380125557,1.952114425095322,1.0059075746377388,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
585,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,1.0,0.5,5,True,1,True,0.9548941711395595,0.9408833924736649,1.8957775636132244,1.0148910893506782,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
586,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,1.0,0.5,5,True,1,False,0.9471464589516788,0.9532491501142385,1.9003956090659173,0.9935980103818312,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
587,model_scale,gpt-4o,gpt-5-nano,GPT-4o,GPT-5-nano,strong_first,1.0,0.5,5,True,1,True,0.8720043717621324,0.890125346321325,1.7621297180834574,0.9796422215881367,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
588,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.75,5,True,1,False,0.9788808472505488,0.9766993167023451,1.9555801639528938,1.002233574356916,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
589,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.75,5,True,1,True,0.9529566495654941,0.9544591456388414,1.9074157952043356,0.998425814158508,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
590,model_scale,gpt-5-nano,gpt-4o,GPT-5-nano,GPT-4o,weak_first,1.0,0.75,5,True,1,True,0.976844067657193,0.9788570508613874,1.9557011185185804,0.99794353710542,,GPT-5-nano vs GPT-4o,gpt-4o,GPT-4o,1346
